language,domain,record_id,text,target_task,aspect,aspect_is_null,source_count,distinct_va,distinct_opinions,distinct_categories,conflict_type,valence_min,valence_max,valence_spread,arousal_min,arousal_max,arousal_spread,max_va_distance,opinions,categories,vas
eng,laptop,laptop_quad_train_1132,but the mac looked and worked great .,1,mac,False,2,2,1,2,category_varies,7.5,7.67,0.16999999999999993,7.67,7.83,0.16000000000000014,0.23345235059857508,"[""great""]","[""laptop#design_features"", ""laptop#operation_performance""]","[[7.5, 7.67], [7.67, 7.83]]"
eng,laptop,laptop_quad_train_1141,"the seller ' s customer service was great very fast response time and the computer came packaged really well , in original box and it great shape .",1,customer service,False,2,2,2,1,opinion_varies,7.5,7.83,0.33000000000000007,7.83,8.17,0.33999999999999986,0.4738143096192853,"[""great"", ""very fast""]","[""support#general""]","[[7.5, 7.83], [7.83, 8.17]]"
eng,laptop,laptop_quad_train_1150,"it is a small , light , powerful device that until 2016 seemed custom fit for content creators , photographers , and other such lines of work or hobbies .",1,device,False,3,3,3,1,opinion_varies,6.5,7.25,0.75,6.75,7.5,0.75,1.0606601717798212,"[""light"", ""powerful"", ""small""]","[""laptop#design_features""]","[[6.5, 6.75], [6.62, 6.88], [7.25, 7.5]]"
eng,laptop,laptop_quad_train_1151,"it is expensive , but it is absolutely , positively worth it .",1,,True,2,2,2,2,opinion_and_category_vary,4.17,8.0,3.83,6.0,8.0,2.0,4.320752249319556,"[""absolutely , positively worth"", ""expensive""]","[""laptop#general"", ""laptop#price""]","[[4.17, 6.0], [8.0, 8.0]]"
eng,laptop,laptop_quad_train_1152,"the new pro model is very light and compact , and can easily be carried around with you every day .",1,pro model,False,3,3,3,2,opinion_and_category_vary,7.0,7.17,0.16999999999999993,7.0,7.17,0.16999999999999993,0.24041630560342606,"[""compact"", ""easily be carried"", ""very light""]","[""laptop#design_features"", ""laptop#portability""]","[[7.0, 7.0], [7.0, 7.17], [7.17, 7.17]]"
eng,laptop,laptop_quad_train_1160,"stable , long battery life , and great build .",1,battery life,False,2,2,2,1,opinion_varies,7.17,7.5,0.33000000000000007,7.33,7.5,0.16999999999999993,0.37121422386541175,"[""long"", ""stable""]","[""battery#quality""]","[[7.17, 7.33], [7.5, 7.5]]"
eng,laptop,laptop_quad_train_1163,"the only detail that i have to reproach is that the connection cables are a little dirty , but in acceptable condition .",1,connection cables,False,2,2,2,1,opinion_varies,3.83,6.17,2.34,5.83,6.17,0.33999999999999986,2.364571842850202,"[""a little dirty"", ""acceptable""]","[""ports#quality""]","[[3.83, 5.83], [6.17, 6.17]]"
eng,laptop,laptop_quad_train_1173,"i was a bit apprehensive at first will ordering such an expensive item online , but it was delivered in perfect new condition .",1,item,False,2,2,2,2,opinion_and_category_vary,6.25,8.0,1.75,6.88,8.0,1.12,2.0777150911518163,"[""expensive"", ""perfect""]","[""laptop#price"", ""shipping#quality""]","[[6.25, 6.88], [8.0, 8.0]]"
eng,laptop,laptop_quad_train_1175,"wonderful machine fast , clean , solid i have to said that this guy i fell from my hands the first day i use , goes to the floor and nothing happens screen is perfect and nothing is damage !",1,machine,False,4,4,4,3,opinion_and_category_vary,7.67,8.17,0.5,7.83,8.33,0.5,0.7071067811865476,"[""clean"", ""fast"", ""solid"", ""wonderful""]","[""laptop#design_features"", ""laptop#general"", ""laptop#operation_performance""]","[[7.67, 7.83], [7.83, 8.0], [8.0, 8.17], [8.17, 8.33]]"
eng,laptop,laptop_quad_train_1185,"great laptop , excellent quality , definitely meets my expectations .",1,laptop,False,2,2,2,2,opinion_and_category_vary,7.25,7.5,0.25,7.25,7.5,0.25,0.3535533905932738,"[""excellent"", ""great""]","[""laptop#general"", ""laptop#quality""]","[[7.25, 7.25], [7.5, 7.5]]"
eng,laptop,laptop_quad_train_1187,i love this computer .,2,computer,False,2,2,1,1,same_relation_different_va,6.75,6.88,0.1299999999999999,6.38,6.5,0.1200000000000001,0.1769180601295413,"[""love""]","[""laptop#general""]","[[6.75, 6.38], [6.88, 6.5]]"
eng,laptop,laptop_quad_train_1187,i love this computer .,1,computer,False,2,2,1,1,same_relation_different_va,6.75,6.88,0.1299999999999999,6.38,6.5,0.1200000000000001,0.1769180601295413,"[""love""]","[""laptop#general""]","[[6.75, 6.38], [6.88, 6.5]]"
eng,laptop,laptop_quad_train_1192,"slim , very fast , great screen , lightweight , solid state drives , great battery ( even though it burns the battery life when i play my flight simulator due to processing demands of the graphics ! )",1,,True,3,2,3,2,opinion_and_category_vary,6.5,7.25,0.75,6.5,7.25,0.75,1.0606601717798212,"[""lightweight"", ""slim"", ""very fast""]","[""laptop#design_features"", ""laptop#operation_performance""]","[[6.5, 6.5], [7.25, 7.25]]"
eng,laptop,laptop_quad_train_1196,i am very pleased with this version of the mac and hope i never have to upgrade again because this is by far the best !,1,mac,False,2,2,2,1,opinion_varies,7.5,7.83,0.33000000000000007,7.33,7.83,0.5,0.5990826320300064,"[""by far the best"", ""very pleased""]","[""laptop#general""]","[[7.5, 7.33], [7.83, 7.83]]"
eng,laptop,laptop_quad_train_1202,"it has been super easy to become familiar with it ; the more i use it , the more i appreciate it !",1,,True,2,2,2,2,opinion_and_category_vary,7.17,7.33,0.16000000000000014,7.33,7.67,0.33999999999999986,0.37576588456111865,"[""appreciate"", ""super easy""]","[""laptop#general"", ""laptop#usability""]","[[7.17, 7.33], [7.33, 7.67]]"
eng,laptop,laptop_quad_train_1203,this laptop is incredibly lightweight and slim ( ultimately won me over after years of lugging around a whopping 5lb levono ) .,1,laptop,False,2,2,2,1,opinion_varies,7.33,7.5,0.16999999999999993,7.83,8.0,0.16999999999999993,0.24041630560342606,"[""incredibly lightweight"", ""slim""]","[""laptop#design_features""]","[[7.33, 7.83], [7.5, 8.0]]"
eng,laptop,laptop_quad_train_1208,"love my new computer , there were some knicks on the outside but it works well",1,computer,False,2,2,2,2,opinion_and_category_vary,6.62,6.88,0.2599999999999998,6.5,6.62,0.1200000000000001,0.2863564212655269,"[""love"", ""well""]","[""laptop#general"", ""laptop#operation_performance""]","[[6.62, 6.5], [6.88, 6.62]]"
eng,laptop,laptop_quad_train_1215,it ' s also awesome how the charger for this computer is magnetic .,1,charger,False,2,2,2,1,opinion_varies,7.75,7.88,0.1299999999999999,7.88,8.0,0.1200000000000001,0.1769180601295413,"[""awesome"", ""magnetic""]","[""power_supply#general""]","[[7.75, 7.88], [7.88, 8.0]]"
eng,laptop,laptop_quad_train_1234,"love my macbook , beautiful and use daily !",1,macbook,False,2,2,2,1,opinion_varies,7.62,7.88,0.2599999999999998,7.88,8.12,0.23999999999999932,0.353836120259082,"[""beautiful"", ""love""]","[""laptop#general""]","[[7.62, 7.88], [7.88, 8.12]]"
eng,laptop,laptop_quad_train_1239,"latterly the best laptop i ' ve ever had , fast , powerful , stunning display , little problems with pairing bluetooth",1,laptop,False,3,2,3,2,opinion_and_category_vary,7.75,7.75,0.0,8.0,8.25,0.25,0.25,"[""best"", ""fast"", ""powerful""]","[""laptop#general"", ""laptop#operation_performance""]","[[7.75, 8.0], [7.75, 8.25]]"
eng,laptop,laptop_quad_train_1243,"small light portable , excellent screen , very fast performance and soo quiet , does this have a fan ?",1,,True,2,2,2,1,opinion_varies,7.17,7.17,0.0,7.0,7.17,0.16999999999999993,0.16999999999999993,"[""quiet"", ""very fast""]","[""laptop#operation_performance""]","[[7.17, 7.0], [7.17, 7.17]]"
eng,laptop,laptop_quad_train_1245,"this is a lovely product that i recommend for general use as a student , less so for gaming and storing whatnot .",1,product,False,2,2,2,1,opinion_varies,7.0,7.38,0.3799999999999999,6.88,7.0,0.1200000000000001,0.39849717690342545,"[""lovely"", ""recommend""]","[""laptop#general""]","[[7.0, 6.88], [7.38, 7.0]]"
eng,laptop,laptop_quad_train_1247,"i love the mac laptops , they are durable , reliable , light with all day battery and have awesome designs .",1,mac laptops,False,4,4,4,3,opinion_and_category_vary,6.75,7.5,0.75,7.0,7.75,0.75,1.0606601717798212,"[""durable"", ""light"", ""love"", ""reliable""]","[""laptop#design_features"", ""laptop#general"", ""laptop#operation_performance""]","[[6.75, 7.0], [7.0, 7.25], [7.25, 7.25], [7.5, 7.75]]"
eng,laptop,laptop_quad_train_1257,"great value for money , the notebook is as good as new .",1,notebook,False,2,2,2,2,opinion_and_category_vary,7.0,7.67,0.6699999999999999,7.0,7.5,0.5,0.8360023923410745,"[""good"", ""great""]","[""laptop#general"", ""laptop#price""]","[[7.0, 7.0], [7.67, 7.5]]"
eng,laptop,laptop_quad_train_1267,the computer is very beautiful and very light .,1,computer,False,2,2,2,1,opinion_varies,7.25,7.75,0.5,7.25,7.75,0.5,0.7071067811865476,"[""very beautiful"", ""very light""]","[""laptop#design_features""]","[[7.25, 7.25], [7.75, 7.75]]"
eng,laptop,laptop_quad_train_1283,"it ' s fast , secure , easy to use ( even as a tech geek , it ' s nice knowing something ' s just going to work ) .",1,,True,3,2,3,2,opinion_and_category_vary,7.33,7.5,0.16999999999999993,7.17,7.5,0.33000000000000007,0.37121422386541175,"[""easy"", ""fast"", ""nice""]","[""laptop#operation_performance"", ""laptop#usability""]","[[7.33, 7.17], [7.5, 7.5]]"
eng,laptop,laptop_quad_train_1317,i can live with the so - so touchpad since the rest of it feels solid / sturdy .,1,touchpad,False,3,3,3,2,opinion_and_category_vary,4.83,6.17,1.3399999999999999,5.17,6.17,1.0,1.672004784682149,"[""so - so"", ""solid"", ""sturdy""]","[""keyboard#usability"", ""laptop#design_features""]","[[4.83, 5.17], [6.0, 6.0], [6.17, 6.17]]"
eng,laptop,laptop_quad_train_1321,the screen is pleasantly satisfying with the touch screen and foldability .,1,screen,False,2,2,2,1,opinion_varies,7.62,7.75,0.1299999999999999,8.0,8.12,0.11999999999999922,0.17691806012954073,"[""pleasantly"", ""satisfying""]","[""display#design_features""]","[[7.62, 8.0], [7.75, 8.12]]"
eng,laptop,laptop_quad_train_1333,it is fast and simple .,1,,True,2,2,2,1,opinion_varies,7.33,7.67,0.33999999999999986,7.67,8.0,0.33000000000000007,0.4738143096192853,"[""fast"", ""simple""]","[""laptop#operation_performance""]","[[7.33, 7.67], [7.67, 8.0]]"
eng,laptop,laptop_quad_train_1346,"the laptop is in great physical conditions , no scratches or anything , but certain actions run slowly , specifically any file read or write , like copying a document , uploading an image , creating a new file , etc .",1,laptop,False,2,2,2,2,opinion_and_category_vary,4.0,6.83,2.83,5.5,6.5,1.0,3.0014829668015777,"[""great"", ""slowly""]","[""laptop#design_features"", ""laptop#operation_performance""]","[[4.0, 5.5], [6.83, 6.5]]"
eng,laptop,laptop_quad_train_1366,"apple should ashamed to be associated with this cheap , lousy , clearly inferior , plastic nightmare - but then again , maybe that is exactly what they do want , so profits soar .",1,,True,3,3,3,2,opinion_and_category_vary,2.0,3.38,1.38,7.25,7.62,0.3700000000000001,1.428740704256724,"[""cheap"", ""inferior"", ""lousy""]","[""laptop#general"", ""laptop#price""]","[[2.0, 7.62], [2.12, 7.25], [3.38, 7.25]]"
eng,laptop,laptop_quad_train_1367,"i ' m pretty sure i ordered the biggest size , and i got the smaller one , but whatever it shipped fast and it works great .",1,,True,2,2,2,2,opinion_and_category_vary,7.5,7.83,0.33000000000000007,7.67,8.0,0.33000000000000007,0.4666904755831215,"[""fast"", ""great""]","[""laptop#operation_performance"", ""shipping#general""]","[[7.5, 7.67], [7.83, 8.0]]"
eng,laptop,laptop_quad_train_1382,- thin and relatively lite weight,1,,True,2,2,2,1,opinion_varies,7.5,7.62,0.1200000000000001,7.75,7.88,0.1299999999999999,0.1769180601295413,"[""relatively lite"", ""thin""]","[""laptop#design_features""]","[[7.5, 7.75], [7.62, 7.88]]"
eng,laptop,laptop_quad_train_1384,"- for such a premium price , this is definitely the worst purchase quality wise that i have made .",1,,True,2,2,2,2,opinion_and_category_vary,2.83,4.33,1.5,4.5,6.67,2.17,2.6379727064547125,"[""definitely the worst"", ""premium""]","[""laptop#price"", ""laptop#quality""]","[[2.83, 6.67], [4.33, 4.5]]"
eng,laptop,laptop_quad_train_1397,"* excellent form factor , extremely portable while remaining a serious pro computer",1,pro computer,False,2,2,2,2,opinion_and_category_vary,7.5,7.83,0.33000000000000007,7.67,8.17,0.5,0.5990826320300064,"[""excellent"", ""extremely portable""]","[""laptop#design_features"", ""laptop#portability""]","[[7.5, 7.67], [7.83, 8.17]]"
eng,laptop,laptop_quad_train_1414,this device would be a good choice if it weren ' t so poorly constructed .,1,device,False,2,2,2,2,opinion_and_category_vary,3.83,6.17,2.34,6.0,6.0,0.0,2.34,"[""good"", ""so poorly""]","[""laptop#general"", ""laptop#quality""]","[[3.83, 6.0], [6.17, 6.0]]"
eng,laptop,laptop_quad_train_1426,"i ' m still loving the * idea * of what the c302 is supposed to be , but the execution is feeling more and more of a miss .",1,c302,False,2,2,2,1,opinion_varies,3.5,7.75,4.25,5.0,7.25,2.25,4.808846015417836,"[""NULL"", ""still loving""]","[""laptop#general""]","[[3.5, 5.0], [7.75, 7.25]]"
eng,laptop,laptop_quad_train_1435,"- android apps work rather well , even if not perfectly yet .",1,android apps,False,2,2,2,1,opinion_varies,4.33,6.5,2.17,6.17,6.67,0.5,2.226858774148015,"[""not perfectly"", ""rather well""]","[""software#operation_performance""]","[[4.33, 6.17], [6.5, 6.67]]"
eng,laptop,laptop_quad_train_1436,"i ' m still using chrome for almost all native google apps , however , since chrome tabs / apps simply work better / faster / easier than their android counterparts .",2,chrome tabs / apps,False,2,2,1,2,category_varies,7.67,7.67,0.0,7.83,8.0,0.16999999999999993,0.16999999999999993,"[""better""]","[""software#operation_performance"", ""software#usability""]","[[7.67, 7.83], [7.67, 8.0]]"
eng,laptop,laptop_quad_train_1436,"i ' m still using chrome for almost all native google apps , however , since chrome tabs / apps simply work better / faster / easier than their android counterparts .",1,chrome tabs / apps,False,4,2,2,2,opinion_and_category_vary,7.67,7.67,0.0,7.83,8.0,0.16999999999999993,0.16999999999999993,"[""better"", ""faster""]","[""software#operation_performance"", ""software#usability""]","[[7.67, 7.83], [7.67, 8.0]]"
eng,laptop,laptop_quad_train_1437,the c302 is clean and feels solid .,1,c302,False,2,2,2,1,opinion_varies,7.33,7.5,0.16999999999999993,7.67,7.83,0.16000000000000014,0.23345235059857508,"[""clean"", ""solid""]","[""laptop#design_features""]","[[7.33, 7.67], [7.5, 7.83]]"
eng,laptop,laptop_quad_train_1457,"i loved this chromebook , it worked great for six months .",1,chromebook,False,2,2,2,2,opinion_and_category_vary,7.5,7.67,0.16999999999999993,7.5,7.67,0.16999999999999993,0.24041630560342606,"[""great"", ""loved""]","[""laptop#general"", ""laptop#operation_performance""]","[[7.5, 7.5], [7.67, 7.67]]"
eng,laptop,laptop_quad_train_1467,• super thin and light weight,1,,True,2,2,2,1,opinion_varies,6.83,7.17,0.33999999999999986,7.0,7.33,0.33000000000000007,0.4738143096192853,"[""light"", ""super thin""]","[""laptop#design_features""]","[[6.83, 7.0], [7.17, 7.33]]"
eng,laptop,laptop_quad_train_1468,• bright screen with good colors,1,screen,False,2,2,2,1,opinion_varies,7.0,7.33,0.33000000000000007,7.17,7.5,0.33000000000000007,0.4666904755831215,"[""bright"", ""good""]","[""display#quality""]","[[7.0, 7.17], [7.33, 7.5]]"
eng,laptop,laptop_quad_train_1470,"i also decided that despite the advantages of the asus , i can not live with the sharp edges and middling volume .",2,asus,False,2,2,1,2,category_varies,4.5,4.75,0.25,4.88,4.88,0.0,0.25,"[""NULL""]","[""laptop#design_features"", ""laptop#general""]","[[4.5, 4.88], [4.75, 4.88]]"
eng,laptop,laptop_quad_train_1470,"i also decided that despite the advantages of the asus , i can not live with the sharp edges and middling volume .",1,asus,False,2,2,1,2,category_varies,4.5,4.75,0.25,4.88,4.88,0.0,0.25,"[""NULL""]","[""laptop#design_features"", ""laptop#general""]","[[4.5, 4.88], [4.75, 4.88]]"
eng,laptop,laptop_quad_train_1479,it has a good blend of functionality and performance at a great price point .,1,,True,2,2,2,2,opinion_and_category_vary,7.0,7.67,0.6699999999999999,7.0,7.5,0.5,0.8360023923410745,"[""good"", ""great""]","[""laptop#operation_performance"", ""laptop#price""]","[[7.0, 7.0], [7.67, 7.5]]"
eng,laptop,laptop_quad_train_1484,"chromeos did well on this device , but i didn ' t like the scaling it did at higher resolutions .",1,chromeos,False,2,2,2,1,opinion_varies,4.25,6.5,2.25,5.75,6.5,0.75,2.3717082451262845,"[""' t like"", ""well""]","[""os#operation_performance""]","[[4.25, 5.75], [6.5, 6.5]]"
eng,laptop,laptop_quad_train_1491,"the machine is easy to use , snappy , and everything the reviewers say .",1,machine,False,2,2,2,1,opinion_varies,7.0,7.0,0.0,7.17,7.33,0.16000000000000014,0.16000000000000014,"[""easy"", ""snappy""]","[""laptop#usability""]","[[7.0, 7.17], [7.0, 7.33]]"
eng,laptop,laptop_quad_train_1500,"i loved everything about this chromebook until it stop charging 2 moths after perches , light just keeps flashing green .",1,chromebook,False,2,2,2,2,opinion_and_category_vary,5.0,6.75,1.75,5.0,7.25,2.25,2.850438562747845,"[""NULL"", ""loved""]","[""laptop#general"", ""power_supply#general""]","[[5.0, 5.0], [6.75, 7.25]]"
eng,laptop,laptop_quad_train_1502,"this is not an inexpensive product , especially for a chrome book but , i figured you get what you pay for .",1,product,False,2,2,2,2,opinion_and_category_vary,5.62,6.0,0.3799999999999999,5.5,5.88,0.3799999999999999,0.537401153701776,"[""NULL"", ""not an inexpensive""]","[""laptop#general"", ""laptop#price""]","[[5.62, 5.5], [6.0, 5.88]]"
eng,laptop,laptop_quad_train_1519,"the bluetooth on it drops connections on a regular basis and the wifi is slow , slow , slow to connect on a regular basis .",2,wifi,False,2,2,1,1,same_relation_different_va,3.17,3.33,0.16000000000000014,6.67,6.83,0.16000000000000014,0.2262741699796954,"[""slow""]","[""ports#operation_performance""]","[[3.17, 6.83], [3.33, 6.67]]"
eng,laptop,laptop_quad_train_1519,"the bluetooth on it drops connections on a regular basis and the wifi is slow , slow , slow to connect on a regular basis .",1,wifi,False,3,3,2,1,opinion_varies,3.17,3.5,0.33000000000000007,6.17,6.83,0.6600000000000001,0.7379024325749307,"[""NULL"", ""slow""]","[""ports#operation_performance""]","[[3.17, 6.83], [3.33, 6.67], [3.5, 6.17]]"
eng,laptop,laptop_quad_train_1553,asus support is responsive but ineffective .,1,asus support,False,2,2,2,1,opinion_varies,3.25,7.25,4.0,6.25,7.0,0.75,4.0697051490249265,"[""ineffective"", ""responsive""]","[""support#quality""]","[[3.25, 6.25], [7.25, 7.0]]"
eng,laptop,laptop_quad_train_1564,product worked great until it randomly stopped charging .,1,product,False,2,2,2,2,opinion_and_category_vary,4.38,6.88,2.5,5.5,6.62,1.12,2.739415996156845,"[""NULL"", ""great""]","[""laptop#operation_performance"", ""power_supply#operation_performance""]","[[4.38, 5.5], [6.88, 6.62]]"
eng,laptop,laptop_quad_train_1571,"this one is pretty , but obviously not sturdy .",1,,True,2,2,2,1,opinion_varies,4.83,7.0,2.17,5.17,7.0,1.83,2.838626428398073,"[""obviously not sturdy"", ""pretty""]","[""laptop#design_features""]","[[4.83, 5.17], [7.0, 7.0]]"
eng,laptop,laptop_quad_train_1589,the chromebook seems to be working fine now and my daughter does love it .,1,chromebook,False,2,2,2,1,opinion_varies,6.83,7.5,0.6699999999999999,6.5,7.33,0.8300000000000001,1.0666770832824712,"[""fine"", ""love""]","[""laptop#general""]","[[6.83, 6.5], [7.5, 7.33]]"
eng,laptop,laptop_quad_train_1594,this computer seemed very exciting but after having troubles with 3 of them i give up .,1,computer,False,2,2,2,2,opinion_and_category_vary,3.33,6.83,3.5,6.33,7.0,0.6699999999999999,3.563551599177427,"[""NULL"", ""very exciting""]","[""laptop#general"", ""laptop#quality""]","[[3.33, 6.33], [6.83, 7.0]]"
eng,laptop,laptop_quad_train_1609,not only is the touchpad not great in use but it also feels poorly made .,1,touchpad,False,2,2,2,2,opinion_and_category_vary,3.0,3.17,0.16999999999999993,6.5,6.67,0.16999999999999993,0.24041630560342606,"[""not great"", ""poorly""]","[""keyboard#design_features"", ""keyboard#operation_performance""]","[[3.0, 6.67], [3.17, 6.5]]"
eng,laptop,laptop_quad_train_1613,bought this specific unit because quality is well reviewed here and online albeit at 2x average chrome book price .,1,specific unit,False,2,2,2,2,opinion_and_category_vary,5.0,7.25,2.25,5.0,7.0,2.0,3.010398644698074,"[""NULL"", ""well""]","[""laptop#price"", ""laptop#quality""]","[[5.0, 5.0], [7.25, 7.0]]"
eng,laptop,laptop_quad_train_1619,"however , the resolution could be higher , the scaling is bad , the colors are a bit washy , the weight is off as said earlier , the keys are kinda awkward , travel could be more , and the keys start squeaking soon after use",1,keys,False,2,2,2,2,opinion_and_category_vary,3.17,4.17,1.0,5.17,6.33,1.1600000000000001,1.5315351775261319,"[""NULL"", ""kinda awkward""]","[""keyboard#general"", ""keyboard#quality""]","[[3.17, 6.33], [4.17, 5.17]]"
eng,laptop,laptop_quad_train_1634,this worked ok for about a year and then just totally died .,1,,True,2,2,2,1,opinion_varies,3.0,5.83,2.83,4.67,5.83,1.1600000000000001,3.058512710452582,"[""just totally died"", ""ok""]","[""laptop#operation_performance""]","[[3.0, 4.67], [5.83, 5.83]]"
eng,laptop,laptop_quad_train_1637,"on the higher end for chromebook , but it looked really nice and had a good features and reviews , was in love with it until the power failed last november .",1,chromebook,False,3,2,3,1,opinion_varies,7.25,7.5,0.25,7.5,7.75,0.25,0.3535533905932738,"[""good"", ""love"", ""really nice""]","[""laptop#design_features""]","[[7.25, 7.5], [7.5, 7.75]]"
eng,laptop,laptop_quad_train_1643,"+ nice , large screen",1,screen,False,2,2,2,1,opinion_varies,7.0,7.33,0.33000000000000007,7.0,7.33,0.33000000000000007,0.4666904755831215,"[""large"", ""nice""]","[""display#design_features""]","[[7.0, 7.0], [7.33, 7.33]]"
eng,laptop,laptop_quad_train_1658,"the aluminum body looks great , but feels cheap and thin .",1,aluminum body,False,3,2,3,1,opinion_varies,5.33,7.83,2.5,6.0,7.67,1.67,3.0064763428305903,"[""cheap"", ""great"", ""thin""]","[""hardware#design_features""]","[[5.33, 6.0], [7.83, 7.67]]"
eng,laptop,laptop_quad_train_1661,"after 3 weeks using this flip , i am quite happy with its performance , design .",2,flip,False,2,2,1,2,category_varies,6.83,7.0,0.16999999999999993,7.17,7.17,0.0,0.16999999999999993,"[""quite happy""]","[""laptop#design_features"", ""laptop#operation_performance""]","[[6.83, 7.17], [7.0, 7.17]]"
eng,laptop,laptop_quad_train_1661,"after 3 weeks using this flip , i am quite happy with its performance , design .",1,flip,False,2,2,1,2,category_varies,6.83,7.0,0.16999999999999993,7.17,7.17,0.0,0.16999999999999993,"[""quite happy""]","[""laptop#design_features"", ""laptop#operation_performance""]","[[6.83, 7.17], [7.0, 7.17]]"
eng,laptop,laptop_quad_train_1662,"it ' s easy to use , convenient .",1,,True,2,2,2,1,opinion_varies,7.5,7.67,0.16999999999999993,7.67,7.83,0.16000000000000014,0.23345235059857508,"[""convenient"", ""easy""]","[""laptop#usability""]","[[7.5, 7.67], [7.67, 7.83]]"
eng,laptop,laptop_quad_train_1664,"thin , light , cool are what i feel when holding it and carry around .",1,,True,3,3,3,1,opinion_varies,7.0,7.12,0.1200000000000001,7.0,7.25,0.25,0.277308492477241,"[""cool"", ""light"", ""thin""]","[""laptop#design_features""]","[[7.0, 7.0], [7.12, 7.12], [7.12, 7.25]]"
eng,laptop,laptop_quad_train_1674,"it is easy to use , light , and you have the ability to download apps for just about any need .",1,,True,2,2,2,2,opinion_and_category_vary,6.9,6.9,0.0,6.8,6.9,0.10000000000000053,0.10000000000000053,"[""easy"", ""light""]","[""laptop#design_features"", ""laptop#portability""]","[[6.9, 6.8], [6.9, 6.9]]"
eng,laptop,laptop_quad_train_1682,great product ( perfect for student use ) but did n ' t last past 2 months .,1,product,False,2,2,2,1,opinion_varies,5.0,7.75,2.75,5.0,7.75,2.75,3.8890872965260113,"[""NULL"", ""great""]","[""laptop#general""]","[[5.0, 5.0], [7.75, 7.75]]"
eng,laptop,laptop_quad_train_1696,"it won ' t hold a charge for longer than an hour , my son has to relay on this piece of cheap equipment primarily for taking notes and doing schoolwork .",1,equipment,False,2,2,2,2,opinion_and_category_vary,3.83,4.33,0.5,4.67,4.83,0.16000000000000014,0.5249761899362675,"[""NULL"", ""cheap""]","[""laptop#price"", ""power_supply#operation_performance""]","[[3.83, 4.67], [4.33, 4.83]]"
eng,laptop,laptop_quad_train_1712,"very touchy touch screen , too sensitive .",1,touch screen,False,2,2,2,1,opinion_varies,4.88,5.12,0.2400000000000002,6.5,6.62,0.1200000000000001,0.268328157299975,"[""too sensitive"", ""very touchy""]","[""display#operation_performance""]","[[4.88, 6.62], [5.12, 6.5]]"
eng,laptop,laptop_quad_train_1718,very disappointed in very bad tech support .,1,tech support,False,2,2,2,1,opinion_varies,2.75,2.88,0.1299999999999999,6.88,7.0,0.1200000000000001,0.1769180601295413,"[""very bad"", ""very disappointed""]","[""support#general""]","[[2.75, 6.88], [2.88, 7.0]]"
eng,laptop,laptop_quad_train_1721,"bad touchpad , jerky movement , imprecise , no controls to improve .",1,touchpad,False,3,2,3,1,opinion_varies,3.5,3.67,0.16999999999999993,6.0,6.17,0.16999999999999993,0.24041630560342606,"[""bad"", ""imprecise"", ""jerky""]","[""keyboard#operation_performance""]","[[3.5, 6.17], [3.67, 6.0]]"
eng,laptop,laptop_quad_train_1724,"it sounded clean and simple , exactly what we need .",1,,True,2,2,2,1,opinion_varies,6.88,7.0,0.1200000000000001,7.0,7.12,0.1200000000000001,0.16970562748477155,"[""clean"", ""simple""]","[""multimedia_devices#quality""]","[[6.88, 7.0], [7.0, 7.12]]"
eng,laptop,laptop_quad_train_1728,"good laptop , but not great .",1,laptop,False,2,2,2,1,opinion_varies,4.5,6.5,2.0,6.5,7.0,0.5,2.0615528128088303,"[""good"", ""not great""]","[""laptop#general""]","[[4.5, 6.5], [6.5, 7.0]]"
eng,laptop,laptop_quad_train_1730,"the touchpad is above average , but not great .",1,touchpad,False,2,2,2,1,opinion_varies,4.0,7.0,3.0,4.75,6.5,1.75,3.473110997362451,"[""above average"", ""not great""]","[""keyboard#general""]","[[4.0, 4.75], [7.0, 6.5]]"
eng,laptop,laptop_quad_train_1739,"unfortunately , the touchscreen is extremely insensitive , making it unusable .",1,touchscreen,False,2,2,2,1,opinion_varies,2.83,2.83,0.0,6.33,6.5,0.16999999999999993,0.16999999999999993,"[""extremely insensitive"", ""unusable""]","[""display#quality""]","[[2.83, 6.33], [2.83, 6.5]]"
eng,laptop,laptop_quad_train_1741,very disappointing in an otherwise great product,1,product,False,2,2,2,1,opinion_varies,3.67,7.5,3.83,7.17,7.17,0.0,3.83,"[""great"", ""very disappointing""]","[""laptop#general""]","[[3.67, 7.17], [7.5, 7.17]]"
eng,laptop,laptop_quad_train_1753,"the steelsteries keyboard feels great and looks awesome , but the keyboard surface of the laptop can get warm while sitting idle or gaming even when i have a fan pushing cold air underneath the laptop .",1,steelsteries keyboard,False,2,2,2,2,opinion_and_category_vary,7.5,7.75,0.25,7.38,8.0,0.6200000000000001,0.6685057965343308,"[""awesome"", ""great""]","[""keyboard#design_features"", ""keyboard#general""]","[[7.5, 7.38], [7.75, 8.0]]"
eng,laptop,laptop_quad_train_1779,"its fast , light weight , quiet , and looks easy to add additional ram and hdd ' s .",1,,True,2,2,2,2,opinion_and_category_vary,7.5,7.62,0.1200000000000001,7.62,7.75,0.1299999999999999,0.1769180601295413,"[""easy"", ""light""]","[""laptop#design_features"", ""laptop#usability""]","[[7.5, 7.62], [7.62, 7.75]]"
