language,domain,record_id,text,target_subtask,structure,source_count,vas,opinions,categories
jpn,hotel,hotel_quad_train_302,部屋も綺麗でお風呂もユニットバスではなく広くて快適でした,1,['風呂'],2,"[[6.67, 5.83], [6.88, 6.62]]","['広く', '快適']","['FACILITIES#COMFORT', 'FACILITIES#DESIGN_FEATURES']"
jpn,hotel,hotel_quad_train_305,立地が良いのでこれまで、複数回利用しているが、レセプションの対応が円滑でないというか気が利かないイメージである,1,['対応'],2,"[[3.67, 6.17], [3.83, 6.33]]","['円滑でない', '気が利かない']",['SERVICE#QUALITY']
jpn,hotel,hotel_quad_train_308,部屋も清潔で気持ち良く眠れました,1,['部屋'],2,"[[6.5, 6.0], [7.0, 6.83]]","['気持ち良く', '清潔']","['ROOMS#CLEANLINESS', 'ROOMS#COMFORT']"
jpn,hotel,hotel_quad_train_309,部屋は落ち着きの有る和風的なお部屋で夜の会席料理と朝食のバイキングもとても美味しかったです,1,['部屋'],2,"[[6.25, 5.88], [7.0, 6.5]]","['和風', '落ち着き']",['ROOMS#DESIGN_FEATURES']
jpn,hotel,hotel_quad_train_313,不潔眺望無しの部屋だったので、カーテンはあるものの、開かないようになっていて、外は暗いので、薄暗い感じはある,1,['部屋'],3,"[[2.88, 6.25], [3.83, 5.67], [4.62, 5.88]]","['不潔', '眺望無し', '薄暗い']","['ROOMS#CLEANLINESS', 'ROOMS#DESIGN_FEATURES']"
jpn,hotel,hotel_quad_train_315,夕食はボリュームあり、大満足でした,1,['夕食'],2,"[[6.67, 6.17], [7.25, 7.0]]","['ボリュームあり', '大満足']",['FOOD_DRINKS#QUALITY']
jpn,hotel,hotel_quad_train_320,大阪マラソンの関係で大阪城で近いところで新しいホテルと思いましたが、パーフェクトでした,1,['ホテル'],2,"[[6.5, 6.12], [7.67, 6.83]]","['パーフェクト', '新しい']","['HOTEL#DESIGN_FEATURES', 'HOTEL#GENERAL']"
jpn,hotel,hotel_quad_train_324,部屋も広く浴槽も大きくゆっくり～寛げました,1,['浴槽'],3,"[[6.12, 5.75], [6.83, 6.33], [7.0, 6.33]]","['ゆっくり', '大きく', '寛げました']","['FACILITIES#COMFORT', 'FACILITIES#DESIGN_FEATURES']"
jpn,hotel,hotel_quad_train_328,部屋の広さも充分で大浴場もあり、新しいこともあり大変綺麗でした,1,[None],2,"[[6.5, 6.33], [7.62, 6.75]]","['大変綺麗', '新しい']","['HOTEL#CLEANLINESS', 'HOTEL#DESIGN_FEATURES']"
jpn,hotel,hotel_quad_train_332,初めて利用しましたが、設備は驚くほど綺麗で過不足なく、スタッフの方々も丁寧な対応いただき、とても気持ちよく滞在できました,1,['設備'],2,"[[7.12, 7.0], [7.38, 7.12]]","['過不足なく', '驚くほど綺麗']","['FACILITIES#CLEANLINESS', 'FACILITIES#QUALITY']"
jpn,hotel,hotel_quad_train_337,建物は古いですが、部屋は比較的広く、ゆったりと過ごせます,1,['部屋'],2,"[[6.8, 6.3], [7.0, 6.5]]","['ゆったり', '広く']","['ROOMS#COMFORT', 'ROOMS#DESIGN_FEATURES']"
jpn,hotel,hotel_quad_train_338,駅近で最高の立地、部屋もキレイでベッドも大きく、ゆっくり休むことができました,1,['立地'],2,"[[6.33, 6.17], [7.5, 7.25]]","['最高', '駅近']",['LOCATION#GENERAL']
jpn,hotel,hotel_quad_train_340,きれいで駅も近いし、いいホテルでした,1,['ホテル'],2,"[[6.5, 5.88], [7.0, 6.4]]","['いい', 'きれい']","['HOTEL#CLEANLINESS', 'HOTEL#GENERAL']"
jpn,hotel,hotel_quad_train_345,部屋は年代を感じましたがゆっくり過ごせました,1,['部屋'],2,"[[4.25, 5.5], [6.62, 6.0]]","['ゆっくり', '年代を感じました']","['ROOMS#COMFORT', 'ROOMS#DESIGN_FEATURES']"
jpn,hotel,hotel_quad_train_347,シャワーのお湯のでがあまり良くない場所はありましたが 透明な良いお湯を十分堪能でしました,1,['お湯'],3,"[[6.5, 6.0], [6.62, 6.0], [7.0, 7.0]]","['十分堪能', '良い', '透明']","['FACILITIES#COMFORT', 'FACILITIES#DESIGN_FEATURES', 'FACILITIES#QUALITY']"
jpn,hotel,hotel_quad_train_352,朝食も十分な種類で美味しかったです,1,['朝食'],2,"[[7.0, 6.5], [7.12, 6.88]]","['十分な種類', '美味しかった']","['FOOD_DRINKS#QUALITY', 'FOOD_DRINKS#STYLE_OPTIONS']"
jpn,hotel,hotel_quad_train_362,忙しいのもわかりますが、立地もよくお部屋も綺麗で良かったのに残念です,1,['部屋'],2,"[[6.88, 6.5], [7.0, 6.0]]","['綺麗', '良かった']","['ROOMS#CLEANLINESS', 'ROOMS#QUALITY']"
jpn,hotel,hotel_quad_train_370,非日常感を味わえていいホテルだと思ったホテルの方々も優しく安心して泊まることが出来た,1,['ホテル'],2,"[[6.62, 6.0], [7.0, 6.5]]","['いい', '安心']",['HOTEL#GENERAL']
jpn,hotel,hotel_quad_train_377,部屋は一人旅には十分広くゆっくりできた,1,['部屋'],2,"[[6.83, 6.17], [7.17, 6.33]]","['ゆっくり', '十分広く']","['ROOMS#COMFORT', 'ROOMS#DESIGN_FEATURES']"
jpn,hotel,hotel_quad_train_382,小野川の町並みもコンパクトで風情があり心地よい滞在となりました,1,['町並み'],2,"[[6.62, 6.5], [7.25, 7.25]]","['コンパクト', '風情があり']",['HOTEL#DESIGN_FEATURES']
jpn,hotel,hotel_quad_train_384,お部屋は広く、全体的にカラフルな色使いのお部屋でしたので、子供たちは二段ベッドに上ったり降りたりして、とても楽しんで過ごせたようです,1,['部屋'],3,"[[6.5, 5.88], [6.88, 6.5], [7.17, 7.0]]","['とても楽しんで', 'カラフル', '広く']",['ROOMS#DESIGN_FEATURES']
jpn,hotel,hotel_quad_train_388,初めて利用いたしましたが、きれいな部屋で、気持ちよく過ごせました,1,['部屋'],2,"[[7.0, 6.17], [7.0, 6.33]]","['きれい', '気持ちよく']","['ROOMS#CLEANLINESS', 'ROOMS#COMFORT']"
jpn,hotel,hotel_quad_train_396,駅からは少し遠いですが、部屋も広くて快適です,1,['部屋'],2,"[[6.8, 6.4], [7.0, 6.33]]","['広くて', '快適']","['ROOMS#COMFORT', 'ROOMS#DESIGN_FEATURES']"
jpn,hotel,hotel_quad_train_399,リニューアルして間もないのか空調や水廻りも綺麗で、どこか落ち着くいい感じのホテルでした,1,['ホテル'],2,"[[6.75, 6.38], [7.0, 6.17]]","['いい', '落ち着く']","['HOTEL#COMFORT', 'HOTEL#GENERAL']"
jpn,hotel,hotel_quad_train_406,立地が良く、その上サウナまでついて、リーズナブルで最高でした,1,[None],2,"[[6.75, 6.12], [7.25, 7.0]]","['リーズナブル', '最高']","['HOTEL#GENERAL', 'HOTEL#PRICE']"
jpn,hotel,hotel_quad_train_408,フロント、レストラン、清掃の各スタッフの対応・挨拶が丁寧で素晴らしいです,1,['対応'],2,"[[6.83, 6.17], [7.0, 6.88]]","['丁寧', '素晴らしい']",['SERVICE#QUALITY']
jpn,hotel,hotel_quad_train_408,フロント、レストラン、清掃の各スタッフの対応・挨拶が丁寧で素晴らしいです,1,['挨拶'],2,"[[6.83, 6.17], [7.0, 6.88]]","['丁寧', '素晴らしい']",['SERVICE#QUALITY']
jpn,hotel,hotel_quad_train_417,比較的綺麗で、近くにも飲食店があり、良かったです,1,[None],2,"[[6.38, 5.88], [6.83, 5.83]]","['綺麗', '良かった']","['HOTEL#CLEANLINESS', 'HOTEL#GENERAL']"
jpn,hotel,hotel_quad_train_418,イベントの行き帰りが近くて便利でした,1,['行き帰り'],2,"[[6.38, 6.0], [6.5, 6.17]]","['便利', '近く']",['LOCATION#GENERAL']
jpn,hotel,hotel_quad_train_421,多機能シャワーは腰まで温められたのでシャワー派の私は手軽で良かったです,1,['多機能シャワー'],2,"[[6.67, 6.0], [6.83, 6.0]]","['手軽', '良かった']",['FACILITIES#QUALITY']
jpn,hotel,hotel_quad_train_423,シンプルで必要十分なホテルです,1,['ホテル'],2,"[[6.25, 5.75], [6.75, 6.5]]","['シンプル', '必要十分']","['HOTEL#DESIGN_FEATURES', 'HOTEL#GENERAL']"
jpn,hotel,hotel_quad_train_433,部屋もリホームされていて綺麗でしたが風呂が故障との事で寒かったのが残念です,1,['風呂'],2,"[[3.33, 6.0], [3.5, 6.17]]","['寒かった', '残念']","['FACILITIES#COMFORT', 'FACILITIES#QUALITY']"
jpn,hotel,hotel_quad_train_434,部屋は、シングルにしては広くキレイに掃除してありました,1,['部屋'],2,"[[6.67, 6.0], [7.0, 6.17]]","['キレイ', '広く']","['ROOMS#CLEANLINESS', 'ROOMS#DESIGN_FEATURES']"
jpn,hotel,hotel_quad_train_437,当日は天気も良く部屋も夜景が見える側だったので綺麗でした,1,['夜景'],2,"[[7.0, 6.0], [7.17, 6.0]]",['綺麗'],"['LOCATION#GENERAL', 'ROOMS#QUALITY']"
jpn,hotel,hotel_quad_train_443,ゆっくりと夕食を楽しむことができました,1,['夕食'],2,"[[6.67, 6.0], [6.83, 6.33]]","['ゆっくり', '楽しむことができました']","['FOOD_DRINKS#COMFORT', 'FOOD_DRINKS#QUALITY']"
jpn,hotel,hotel_quad_train_446,朝食は、1階の居酒屋が会場となり、かなりの種類のおかずが取り揃えられ、腹一杯で満足できました,1,['朝食'],2,"[[6.83, 6.67], [7.0, 6.75]]","['かなりの種類', '満足']","['FOOD_DRINKS#QUALITY', 'FOOD_DRINKS#STYLE_OPTIONS']"
jpn,hotel,hotel_quad_train_449,色々とトラブルがありましたが丁寧に対応していただきました、対応が良かった,1,['対応'],2,"[[6.83, 6.0], [6.83, 6.17]]","['丁寧', '良かった']",['SERVICE#QUALITY']
jpn,hotel,hotel_quad_train_454,清掃なし朝食付きの土日連泊プランがお手頃なのが大変魅力的でこちらに宿泊しましたが大正解でした,1,['プラン'],3,"[[6.62, 6.75], [7.0, 6.67], [7.0, 7.5]]","['お手頃', '大変魅力的', '大正解']","['HOTEL#PRICE', 'HOTEL#QUALITY']"
jpn,hotel,hotel_quad_train_458,ゲレンデ前の立地に加え、駐車場～スキーロッカー～フロントの移動が楽で、ストレスフリーでした,1,['移動'],2,"[[6.5, 6.0], [6.88, 6.75]]","['ストレスフリー', '楽']",['LOCATION#GENERAL']
jpn,hotel,hotel_quad_train_459,とても綺麗で部屋でものんびりできてよかったです,1,['部屋'],2,"[[7.0, 6.33], [7.33, 6.5]]","['とても綺麗', 'のんびり']","['ROOMS#CLEANLINESS', 'ROOMS#COMFORT']"
jpn,hotel,hotel_quad_train_470,ドライヤーの風量は強く、ヘアアイロンは温まりが早くて良いものが揃っていました。,1,['ヘアアイロン'],2,"[[6.38, 6.0], [6.67, 6.0]]","['温まりが早くて', '良い']",['ROOM_AMENITIES#QUALITY']
jpn,hotel,hotel_quad_train_474,部屋も部屋風呂も広くて快適に過ごせます。,1,['部屋'],2,"[[6.5, 5.67], [6.75, 6.62]]","['広くて', '快適']",['ROOMS#COMFORT']
jpn,hotel,hotel_quad_train_474,部屋も部屋風呂も広くて快適に過ごせます。,1,['部屋風呂'],2,"[[6.5, 5.67], [6.75, 6.62]]","['広くて', '快適']","['FACILITIES#COMFORT', 'ROOMS#COMFORT']"
jpn,hotel,hotel_quad_train_476,シャワーの水量も満足出来て大きめのバスタブもGOODでした。,1,['バスタブ'],2,"[[6.5, 5.67], [6.5, 6.0]]","['GOODで', '大きめ']","['FACILITIES#DESIGN_FEATURES', 'FACILITIES#QUALITY']"
jpn,hotel,hotel_quad_train_480,バイキングは、それなりに種類があり美味しかったです,1,['バイキング'],2,"[[6.38, 5.75], [6.5, 6.0]]","['種類があり', '美味しかった']","['FOOD_DRINKS#QUALITY', 'FOOD_DRINKS#STYLE_OPTIONS']"
jpn,hotel,hotel_quad_train_487,お部屋は広くて綺麗でした。,1,['お部屋'],2,"[[6.25, 5.75], [7.0, 6.0]]","['広くて', '綺麗']","['ROOMS#CLEANLINESS', 'ROOMS#COMFORT']"
jpn,hotel,hotel_quad_train_491,前回来た時よりも外壁、お風呂、お部屋等手が入れられキレイで快適でした。,1,['お風呂'],2,"[[7.0, 6.0], [7.0, 6.75]]","['キレイ', '快適']","['FACILITIES#CLEANLINESS', 'HOTEL#COMFORT']"
jpn,hotel,hotel_quad_train_491,前回来た時よりも外壁、お風呂、お部屋等手が入れられキレイで快適でした。,1,['お部屋'],2,"[[7.0, 6.0], [7.0, 6.75]]","['キレイ', '快適']","['ROOMS#CLEANLINESS', 'ROOMS#COMFORT']"
jpn,hotel,hotel_quad_train_495,立地が良く、その上サウナまでついて、リーズナブルで最高でした,1,[None],2,"[[6.83, 6.83], [7.0, 7.33]]","['リーズナブル', '最高']","['HOTEL#GENERAL', 'HOTEL#PRICE']"
jpn,hotel,hotel_quad_train_498,駅に近くて便利です。,1,['駅'],2,"[[6.25, 5.62], [6.25, 6.0]]","['便利', '近くて']",['LOCATION#GENERAL']
jpn,hotel,hotel_quad_train_510,お料理も想像以上に良くて手作りの美味しいお料理でした。,1,['お料理'],2,"[[6.5, 6.17], [7.0, 6.62]]","['美味しい', '良くて']",['FOOD_DRINKS#QUALITY']
jpn,hotel,hotel_quad_train_511,食事はプラン通り少し少なめでしたがとても美味しかったです。,1,['食事'],2,"[[3.75, 5.62], [7.38, 7.0]]","['とても美味しかった', '少し少なめ']",['FOOD_DRINKS#QUALITY']
jpn,hotel,hotel_quad_train_514,建物は古過ぎず新し過ぎず、室内は広くて綺麗だった。,1,['室内'],3,"[[5.0, 5.0], [6.75, 6.5], [7.0, 6.17]]","['広くて', '新し過ぎず', '綺麗']","['FACILITIES#DESIGN_FEATURES', 'ROOMS#CLEANLINESS', 'ROOMS#COMFORT']"
jpn,hotel,hotel_quad_train_516,予想よりもかなり綺麗で、水周りもピカピカで最高でした,1,[None],2,"[[7.17, 7.17], [7.3, 6.8]]","['かなり綺麗', '最高']","['HOTEL#CLEANLINESS', 'HOTEL#GENERAL']"
jpn,hotel,hotel_quad_train_518,フロントの方の対応は良かったが、その他の方の対応が悪いというか冷たい。,1,['対応'],2,"[[3.2, 6.3], [6.38, 5.88]]","['悪い', '良かった']",['SERVICE#QUALITY']
jpn,hotel,hotel_quad_train_521,子連れ旅行でロイヤルコーナーツインに泊まったのですが、部屋広くて広いソファもありYouTubeなども観れるのでとても快適でした！,1,['部屋'],2,"[[6.5, 6.0], [7.17, 7.0]]","['とても快適', '広くて']","['HOTEL#COMFORT', 'ROOMS#DESIGN_FEATURES']"
jpn,hotel,hotel_quad_train_523,全体的に綺麗で清潔感のあるホテルでした。,1,['ホテル'],2,"[[6.88, 6.5], [7.0, 6.0]]","['清潔感', '綺麗']",['HOTEL#CLEANLINESS']
jpn,hotel,hotel_quad_train_529,お湯もよく浴場その他も清潔で安心です。,1,['浴場'],2,"[[6.83, 6.0], [7.0, 6.17]]","['安心', '清潔']","['FACILITIES#CLEANLINESS', 'FACILITIES#QUALITY']"
jpn,hotel,hotel_quad_train_529,お湯もよく浴場その他も清潔で安心です。,1,['その他'],2,"[[6.83, 6.17], [7.0, 6.62]]","['安心', '清潔']","['HOTEL#CLEANLINESS', 'HOTEL#COMFORT']"
jpn,hotel,hotel_quad_train_533,近隣に飲食店も多くおすすめは地元のお寿司屋さん、たくさんお寿司屋さんがあり楽しいです。,1,['お寿司屋さん'],2,"[[6.5, 5.83], [6.5, 6.5]]","['たくさん', '楽しい']","['FOOD_DRINKS#GENERAL', 'FOOD_DRINKS#STYLE_OPTIONS']"
jpn,hotel,hotel_quad_train_544,ひとりお膳を用意していただいたのですが、お膳が低くて食べずらかった,1,['お膳'],2,"[[3.17, 6.67], [3.38, 6.38]]","['低くて', '食べずらかった']",['FOOD_DRINKS#QUALITY']
jpn,hotel,hotel_quad_train_556,各観光地へも行きやすい立地で大浴場もあり、フロントの対応も手際が良く丁寧です。,1,['フロントの対応'],2,"[[7.0, 6.5], [7.0, 6.62]]","['丁寧', '手際が良く']",['SERVICE#QUALITY']
jpn,hotel,hotel_quad_train_562,お部屋は隅々までとても綺麗に掃除され、広くて大満足でした！,1,['部屋'],3,"[[7.0, 6.88], [7.5, 7.12], [7.83, 7.17]]","['とても綺麗', '大満足', '広くて']","['ROOMS#CLEANLINESS', 'ROOMS#DESIGN_FEATURES', 'ROOMS#GENERAL']"
jpn,hotel,hotel_quad_train_575,良かったですフロントの対応が親切で良かったのと、お部屋の感じが良かったです,1,['フロント'],2,"[[6.67, 6.17], [6.83, 6.0]]","['良かった', '親切']",['SERVICE#QUALITY']
jpn,hotel,hotel_quad_train_578,清潔感もあり、部屋も綺麗でいいです,1,['部屋'],2,"[[6.83, 6.17], [7.0, 6.25]]","['いい', '綺麗']","['ROOMS#CLEANLINESS', 'ROOMS#QUALITY']"
jpn,hotel,hotel_quad_train_579,子供にやさしくてすごくよかった,1,[None],2,"[[6.88, 6.5], [7.33, 6.67]]","['すごくよかった', 'やさしく']",['HOTEL#GENERAL']
jpn,hotel,hotel_quad_train_585,少し古いですが、部屋も広く快適に過ごせました三宮まで送迎バスがありとても便利でした,1,['部屋'],2,"[[6.83, 6.17], [7.0, 6.33]]","['広く', '快適']","['ROOMS#COMFORT', 'ROOMS#DESIGN_FEATURES']"
jpn,hotel,hotel_quad_train_587,何回も利用させてもらっていますが、「駅から近くて便利」「近くにコンビニがある」「スタッフの対応も良い」と満足しています,1,[None],2,"[[7.0, 6.5], [7.0, 6.83]]",['満足'],"['HOTEL#GENERAL', 'HOTEL#QUALITY']"
jpn,hotel,hotel_quad_train_587,何回も利用させてもらっていますが、「駅から近くて便利」「近くにコンビニがある」「スタッフの対応も良い」と満足しています,1,['駅'],2,"[[6.5, 6.0], [6.83, 6.0]]","['便利', '近く']",['LOCATION#GENERAL']
jpn,hotel,hotel_quad_train_590,大浴場も手入れが行き届いているだけでなく、常にどなたかスタッフの方が清掃メンテナンスされており、綺麗な状態を保たれており、本当に清潔で気持ちよく利用させていただきました,1,['大浴場'],2,"[[7.0, 6.17], [7.0, 6.5]]","['清潔', '綺麗']",['FACILITIES#CLEANLINESS']
jpn,hotel,hotel_quad_train_591,2階だったのでハウステンボスの景色が見える訳ではないのですが、専用入り口もあり近くて便利です,1,[None],2,"[[6.5, 6.0], [6.67, 6.33]]","['便利', '近くて']",['LOCATION#GENERAL']
jpn,hotel,hotel_quad_train_593,駅近くで部屋も広く綺麗でよかったです,1,['部屋'],3,"[[6.12, 5.88], [6.5, 6.0], [6.67, 6.17]]","['よかった', '広く', '綺麗']","['ROOMS#CLEANLINESS', 'ROOMS#DESIGN_FEATURES', 'ROOMS#QUALITY']"
jpn,hotel,hotel_quad_train_601,とても綺麗で駐車場もあり便利でした,1,[None],2,"[[6.33, 6.17], [7.5, 6.75]]","['とても綺麗', '便利']","['FACILITIES#QUALITY', 'HOTEL#CLEANLINESS']"
jpn,hotel,hotel_quad_train_605,品数が結構あり美味しく、食事スペースも清潔感があり落ち着いて食事が出来たので十分満足でした,1,[None],2,"[[6.75, 6.25], [7.33, 7.0]]","['十分満足', '美味しく']","['FOOD_DRINKS#QUALITY', 'HOTEL#GENERAL']"
jpn,hotel,hotel_quad_train_608,綺麗でよかったですスタッフも良い感じでした,1,[None],2,"[[6.67, 6.17], [6.75, 6.12]]","['よかった', '綺麗']","['HOTEL#CLEANLINESS', 'HOTEL#QUALITY']"
jpn,hotel,hotel_quad_train_613,宿泊が、安く心配していましたが部屋も綺麗で良かったし直ぐに23号線に利用できて通院には良かったです,1,['部屋'],2,"[[6.5, 6.0], [6.62, 6.25]]","['綺麗', '良かった']","['ROOMS#CLEANLINESS', 'ROOMS#GENERAL']"
jpn,hotel,hotel_quad_train_617,フロントの対応がとても丁寧で気持ちがよく、宿泊に豪華さを求めない自分としては　シンプルで大満足,1,['フロントの対応'],2,"[[7.0, 6.67], [7.5, 6.75]]","['とても丁寧', '気持ちがよく']","['SERVICE#COMFORT', 'SERVICE#QUALITY']"
jpn,hotel,hotel_quad_train_621,街中にあるにもかかわらず、びっくりするぐらい静かで、よく眠れました,1,[None],2,"[[6.5, 6.17], [6.7, 6.5]]","['よく眠れました', '静かで']",['HOTEL#COMFORT']
jpn,hotel,hotel_quad_train_634,広々として快適でした,1,[None],2,"[[6.75, 6.5], [6.83, 6.17]]","['広々', '快適']","['HOTEL#COMFORT', 'HOTEL#DESIGN_FEATURES']"
jpn,hotel,hotel_quad_train_635,大浴場がきれいで気持ちよかったし朝は9時まで入れたので朝もゆっくり出来た,1,['大浴場'],2,"[[6.5, 6.0], [6.67, 6.17]]","['きれい', '気持ちよかった']","['FACILITIES#CLEANLINESS', 'FACILITIES#COMFORT']"
jpn,hotel,hotel_quad_train_635,大浴場がきれいで気持ちよかったし朝は9時まで入れたので朝もゆっくり出来た,1,[None],2,"[[6.33, 6.0], [6.5, 6.17]]","['ゆっくり', 'ゆっくり出来た']",['HOTEL#COMFORT']
jpn,hotel,hotel_quad_train_638,駅からも近く、新しくてきれいで使いよかったですまた機会があれば利用したいです,1,[None],3,"[[6.62, 6.38], [6.67, 6.17], [6.75, 6.5]]","['きれい', '使いよかった', '新しくて']","['HOTEL#CLEANLINESS', 'HOTEL#DESIGN_FEATURES', 'HOTEL#GENERAL']"
jpn,hotel,hotel_quad_train_640,お部屋も大浴場の温泉も清潔感があって気持ちよく過ごすことが出来ました,1,['温泉'],2,"[[6.8, 6.5], [6.83, 6.67]]","['気持ちよく', '清潔']","['FACILITIES#CLEANLINESS', 'FACILITIES#COMFORT']"
jpn,hotel,hotel_quad_train_644,静かな山の中で、美味しいごはんをお腹いっぱい食べて、ゆったり温泉につかって、のんびりリフレッシュできました,1,[None],2,"[[6.83, 6.33], [6.88, 6.75]]","['のんびり', 'リフレッシュできました']",['HOTEL#COMFORT']
jpn,hotel,hotel_quad_train_648,スタッフみなさまもとてもあたたかく感じのいい方ばかりで、心地よい時間を過ごすことができました,1,['スタッフ'],2,"[[6.38, 6.0], [7.12, 6.75]]","['とてもあたたかく', '感じのいい']",['SERVICE#QUALITY']
jpn,hotel,hotel_quad_train_671,駅からも近く、新しくてきれいで使いよかったですまた機会があれば利用したいです,1,[None],3,"[[6.38, 6.0], [6.67, 6.17], [6.75, 6.62]]","['きれい', '使いよかった', '新しくて']","['HOTEL#CLEANLINESS', 'HOTEL#DESIGN_FEATURES', 'HOTEL#QUALITY']"
jpn,hotel,hotel_quad_train_676,歴史を感じる建物ではありますが 掃除が行き届いていて清潔感があり快適に過ごすことができました,1,[None],2,"[[6.38, 6.25], [6.88, 6.5]]","['快適', '清潔']","['HOTEL#CLEANLINESS', 'HOTEL#COMFORT']"
jpn,hotel,hotel_quad_train_682,落ち着いた感じで、ゆっくりと過ごすことができました。,1,[None],2,"[[6.5, 6.25], [6.67, 6.0]]","['ゆっくり', '落ち着いた']",['HOTEL#COMFORT']
jpn,hotel,hotel_quad_train_684,片町から近く過ごしやすかった,1,[None],2,"[[6.33, 5.67], [6.83, 6.17]]","['近く', '過ごしやすかった']","['LOCATION#COMFORT', 'LOCATION#GENERAL']"
jpn,hotel,hotel_quad_train_690,申し分なく快適に過ごせました,1,[None],2,"[[6.33, 5.83], [7.0, 6.75]]","['快適', '申し分なく']","['HOTEL#COMFORT', 'HOTEL#QUALITY']"
jpn,hotel,hotel_quad_train_697,静かでゆっくり眠れました,1,[None],2,"[[6.67, 5.83], [6.83, 6.5]]","['ゆっくり眠れました', '静か']",['HOTEL#COMFORT']
jpn,hotel,hotel_quad_train_724,お風呂が10階にありこちらも広々まったりすることができました,1,['お風呂'],2,"[[6.38, 6.12], [6.67, 6.17]]","['まったり', '広々']","['FACILITIES#COMFORT', 'FACILITIES#DESIGN_FEATURES']"
jpn,hotel,hotel_quad_train_728,とても広く清潔感のある部屋でくつろげました,1,['部屋'],2,"[[6.62, 6.25], [7.25, 7.0]]","['とても広く', '清潔感']","['ROOMS#CLEANLINESS', 'ROOMS#DESIGN_FEATURES']"
jpn,hotel,hotel_quad_train_732,今回もカウラに宿泊しましたが、清潔で広々としていて柴犬二頭と2人でとても快適でした,1,['カウラ'],3,"[[6.67, 6.33], [7.0, 6.75], [7.33, 6.67]]","['とても快適', '広々', '清潔']","['ROOMS#CLEANLINESS', 'ROOMS#COMFORT', 'ROOMS#DESIGN_FEATURES']"
jpn,hotel,hotel_quad_train_734,清潔で市内のほぼ中心地でアーケードを歩けば買い物もできて便利でした,1,[None],2,"[[6.75, 6.25], [7.0, 6.33]]","['便利', '清潔']","['HOTEL#CLEANLINESS', 'LOCATION#GENERAL']"
jpn,hotel,hotel_quad_train_735,部屋もお風呂もとても綺麗で、お風呂最高でした,1,['風呂'],2,"[[7.75, 7.25], [8.0, 7.83]]","['とても綺麗', '最高']","['FACILITIES#CLEANLINESS', 'FACILITIES#QUALITY']"
jpn,hotel,hotel_quad_train_736,スタッフ一人一人がとても丁寧親切で心も体も癒されました,1,['スタッフ'],2,"[[6.88, 6.5], [7.25, 6.88]]","['とても丁寧', '親切']",['SERVICE#QUALITY']
jpn,hotel,hotel_quad_train_741,特にレストランでは食べ終わった食器を回収してくださるタイミングが絶妙で助かりました,1,['タイミング'],2,"[[6.5, 6.3], [6.7, 6.6]]","['助かりました', '絶妙']",['SERVICE#QUALITY']
jpn,hotel,hotel_quad_train_747,ホテルは新しくてモダンで気分上々なのですが、TVがスマートTVでないのがとても残念,1,['ホテル'],2,"[[6.33, 6.0], [6.5, 6.17]]","['モダン', '新しく']",['HOTEL#DESIGN_FEATURES']
jpn,hotel,hotel_quad_train_755,部屋の露天風呂も熱くて凄く温まりました,1,['露天風呂'],2,"[[6.38, 6.25], [7.5, 7.25]]","['凄く温まりました', '熱く']","['FACILITIES#COMFORT', 'FACILITIES#QUALITY']"
jpn,hotel,hotel_quad_train_764,値段も安く泊まれたし、とにかく部屋が広くて綺麗,1,['部屋'],2,"[[6.67, 6.17], [6.83, 6.17]]","['広く', '綺麗']","['ROOMS#CLEANLINESS', 'ROOMS#DESIGN_FEATURES']"
jpn,hotel,hotel_quad_train_771,大浴場は2箇所にあるのでゆっくり入浴できました、(露天風呂も最高)とても温まる良い温泉でした,1,['温泉'],2,"[[6.5, 6.0], [7.12, 6.75]]","['とても温まる', '良い']","['FACILITIES#COMFORT', 'FACILITIES#QUALITY']"
jpn,hotel,hotel_quad_train_789,デザイナーズツインのお部屋もソファーや椅子の座り心地も良くとても快適に過ごせました,1,['お部屋'],2,"[[6.12, 5.75], [7.12, 6.88]]","['とても快適', '良く']",['ROOMS#COMFORT']
jpn,hotel,hotel_quad_train_806,エントランスから雰囲気があり、お部屋もコンパクトながら広く落ち着きのあるお部屋でした,1,['部屋'],3,"[[6.62, 6.5], [6.75, 6.38], [6.83, 6.5]]","['コンパクト', '広く', '落ち着きのある']","['ROOMS#DESIGN_FEATURES', 'ROOMS#QUALITY']"
jpn,hotel,hotel_quad_train_810,高級感がありゆったりくつろげます,1,[None],3,"[[6.7, 6.4], [6.8, 6.3], [7.2, 6.8]]","['くつろげます', 'ゆったり', '高級感']","['HOTEL#COMFORT', 'HOTEL#DESIGN_FEATURES']"
jpn,hotel,hotel_quad_train_816,大浴場もいろいろなお風呂があり楽しめました,1,['風呂'],2,"[[6.83, 6.17], [7.0, 6.5]]","['いろいろ', '楽しめました']","['FACILITIES#QUALITY', 'FACILITIES#STYLE_OPTIONS']"
jpn,hotel,hotel_quad_train_833,新しいだけでなく、電子化・合理化を進めながらも心配りができていると思いました。,1,[None],3,"[[6.75, 6.0], [6.75, 6.38], [6.88, 6.38]]","['合理化', '心配りができている', '新しい']","['HOTEL#DESIGN_FEATURES', 'SERVICE#QUALITY']"
jpn,hotel,hotel_quad_train_834,外国人の従業員さんも何人かいらして、とても丁寧で親切にしていただきました,1,['従業員'],2,"[[6.8, 6.5], [7.5, 7.0]]","['とても丁寧', '親切']",['SERVICE#QUALITY']
