path,representation,subtask,language,domain,split,training_scope,records,sha256
subtask_3/rus/rus_restaurant_test_task3.jsonl,dimensional,3,rus,restaurant,test,task3,630,798ec12de4e94c6e399da494cd2a2b037afb28f8b6977e9be18038ca8761d96f
subtask_3/rus/rus_restaurant_train_alltasks.jsonl,dimensional,3,rus,restaurant,train,alltasks,1240,a81c2e737a0ed8e3fcfee48864403a3339ab388b7ed545436f45a11ae878b92a
subtask_3/tat/tat_restaurant_dev_task3.jsonl,dimensional,3,tat,restaurant,dev,task3,48,6a94ef7c41fcd0a5ad41f398acac9ddfaef371198ded4e0c6592c2caa3ac6496
subtask_3/tat/tat_restaurant_test_task3.jsonl,dimensional,3,tat,restaurant,test,task3,630,21dab883eefc05dd96122fe51564e53fd6c8455b56b399aaf0915b775edabe2e
subtask_3/tat/tat_restaurant_train_alltasks.jsonl,dimensional,3,tat,restaurant,train,alltasks,1240,1f374e08dfd3fac61d9ca6935e185958f889a24a6690dacec6ff6497d4d54917
subtask_3/ukr/ukr_restaurant_dev_task3.jsonl,dimensional,3,ukr,restaurant,dev,task3,48,2daa110ba03d4dfaa4aa91da01e61d22da495d4ad65a00a0178dd3f28b5608a0
subtask_3/ukr/ukr_restaurant_test_task3.jsonl,dimensional,3,ukr,restaurant,test,task3,630,0cc1bbcfc70798cbc354794ba5ecc234b1d80fb9fa275320cf4f624c3a9d476f
subtask_3/ukr/ukr_restaurant_train_alltasks.jsonl,dimensional,3,ukr,restaurant,train,alltasks,1240,6c1e4843fb9af233a1103c751b56b99596f724ef9309ff6156f4041e4560bff1
subtask_3/zho/zho_laptop_dev_task3.jsonl,dimensional,3,zho,laptop,dev,task3,300,2251f376139777906ecc509b5709988abdf56bee0f15af52781cfdbb65ca6cdd
subtask_3/zho/zho_laptop_test_task3.jsonl,dimensional,3,zho,laptop,test,task3,1000,5ed4c4fa450cb3d2b1f52272834efcb4f74cb66fb1f4c203ac33ba6e775e75ac
subtask_3/zho/zho_laptop_train_alltasks.jsonl,dimensional,3,zho,laptop,train,alltasks,3490,cb42521ee379ecfdbad87b2d2fd32eb4d5dc4add4b0693965325ec29e58009ca
subtask_3/zho/zho_restaurant_dev_task3.jsonl,dimensional,3,zho,restaurant,dev,task3,300,f1f44388802ea74490374138f9f976dbcb8346a3184c0da7e4c4c3bcec6d2ea9
subtask_3/zho/zho_restaurant_test_task3.jsonl,dimensional,3,zho,restaurant,test,task3,1000,addbc0ab9bbb74a4aaf32ffdaa9a2fb5fc7f948612c942423fe8dfca472e678e
subtask_3/zho/zho_restaurant_train_alltasks.jsonl,dimensional,3,zho,restaurant,train,alltasks,6050,6c3290734269f2bd4852daf57339fec7436af46cb93e3821c67f5926fd133849
