dataset,path,records,annotations,annotations_per_record,unique_ids,unique_texts,implicit_aspects,implicit_aspect_rate,implicit_opinions,implicit_opinion_rate,annotation_fields,va_count,invalid_va_count,valence_mean,valence_std,arousal_mean,arousal_std,va_pearson
dimensional/subtask_2/eng/restaurant/train,subtask_2/eng/eng_restaurant_train_alltasks.jsonl,2284,3659,1.6020140105078808,2284,2276,880,0.2405028696365127,699,0.19103580213173,"{""Quadruplet"": 2284}",3659,0,6.219874282590872,1.8297495667311188,6.843509155506969,1.13352484974102,0.5505983494293442
dimensional/subtask_2/jpn/hotel/dev,subtask_2/jpn/jpn_hotel_dev_task2.jsonl,200,364,1.82,200,199,51,0.1401098901098901,0,0.0,"{""Triplet"": 200}",364,0,6.31489010989011,1.1708507468676985,6.287692307692307,0.7044233506732975,0.40640642899602364
dimensional/subtask_2/jpn/hotel/test,subtask_2/jpn/jpn_hotel_test_task2.jsonl,800,1443,1.80375,800,800,175,0.12127512127512127,0,0.0,"{""Triplet"": 800}",1443,0,6.425661815661815,1.2460763765041867,6.477290367290367,0.577721469706655,0.4997377301912975
dimensional/subtask_2/jpn/hotel/train,subtask_2/jpn/jpn_hotel_train_alltasks.jsonl,1600,2846,1.77875,1600,1597,331,0.1163035839775123,0,0.0,"{""Quadruplet"": 1600}",2846,0,6.322104708362614,1.1996508470729979,6.392189037245256,0.5648110718080435,0.4830400909902721
dimensional/subtask_2/rus/restaurant/dev,subtask_2/rus/rus_restaurant_dev_task2.jsonl,48,102,2.125,48,48,0,0.0,0,0.0,"{""Triplet"": 48}",102,0,6.72578431372549,1.5900526790351577,6.2851960784313725,0.9941650653888031,0.2796490012043802
dimensional/subtask_2/rus/restaurant/test,subtask_2/rus/rus_restaurant_test_task2.jsonl,630,1310,2.0793650793650795,630,630,0,0.0,0,0.0,"{""Triplet"": 630}",1310,0,5.8663740458015265,1.7047008818942284,6.083801526717557,0.7956741192974712,0.33253233945927574
dimensional/subtask_2/rus/restaurant/train,subtask_2/rus/rus_restaurant_train_alltasks.jsonl,1240,2487,2.0056451612903228,1240,1240,0,0.0,0,0.0,"{""Quadruplet"": 1240}",2486,1,6.579839098954143,1.7999324577968374,6.861934835076428,1.0068145911011104,0.30652033213227164
dimensional/subtask_2/tat/restaurant/dev,subtask_2/tat/tat_restaurant_dev_task2.jsonl,48,102,2.125,48,48,0,0.0,0,0.0,"{""Triplet"": 48}",102,0,6.72578431372549,1.5900526790351577,6.2851960784313725,0.9941650653888031,0.2796490012043802
dimensional/subtask_2/tat/restaurant/test,subtask_2/tat/tat_restaurant_test_task2.jsonl,630,1310,2.0793650793650795,630,630,0,0.0,0,0.0,"{""Triplet"": 630}",1310,0,5.8663740458015265,1.7047008818942284,6.083801526717557,0.7956741192974712,0.33253233945927574
dimensional/subtask_2/tat/restaurant/train,subtask_2/tat/tat_restaurant_train_alltasks.jsonl,1240,2487,2.0056451612903228,1240,1240,0,0.0,0,0.0,"{""Quadruplet"": 1240}",2486,1,6.579839098954143,1.7999324577968374,6.861934835076428,1.0068145911011104,0.30652033213227164
dimensional/subtask_2/ukr/restaurant/dev,subtask_2/ukr/ukr_restaurant_dev_task2.jsonl,48,102,2.125,48,48,0,0.0,0,0.0,"{""Triplet"": 48}",102,0,6.72578431372549,1.5900526790351577,6.2851960784313725,0.9941650653888031,0.2796490012043802
dimensional/subtask_2/ukr/restaurant/test,subtask_2/ukr/ukr_restaurant_test_task2.jsonl,630,1310,2.0793650793650795,630,630,0,0.0,0,0.0,"{""Triplet"": 630}",1310,0,5.8663740458015265,1.7047008818942284,6.083801526717557,0.7956741192974712,0.33253233945927574
dimensional/subtask_2/ukr/restaurant/train,subtask_2/ukr/ukr_restaurant_train_alltasks.jsonl,1240,2487,2.0056451612903228,1240,1240,0,0.0,0,0.0,"{""Quadruplet"": 1240}",2486,1,6.579839098954143,1.7999324577968374,6.861934835076428,1.0068145911011104,0.30652033213227164
dimensional/subtask_2/zho/laptop/dev,subtask_2/zho/zho_laptop_dev_task2.jsonl,300,551,1.8366666666666667,300,300,0,0.0,0,0.0,"{""Triplet"": 300}",551,0,5.810725952813067,1.1711084218753751,5.679600725952813,0.6793865495978174,0.44406467897752266
dimensional/subtask_2/zho/laptop/test,subtask_2/zho/zho_laptop_test_task2.jsonl,1000,1925,1.925,1000,1000,0,0.0,0,0.0,"{""Triplet"": 1000}",1925,0,5.798176623376623,1.1531013178917382,5.651646753246753,0.6811995835431263,0.4371866687838892
dimensional/subtask_2/zho/laptop/train,subtask_2/zho/zho_laptop_train_alltasks.jsonl,3490,6502,1.8630372492836675,3490,3490,0,0.0,0,0.0,"{""Quadruplet"": 3490}",6502,0,5.720747462319287,1.1437499484283515,5.622931405721317,0.6671032296969669,0.40244693848836777
dimensional/subtask_2/zho/restaurant/dev,subtask_2/zho/zho_restaurant_dev_task2.jsonl,300,761,2.5366666666666666,300,300,0,0.0,0,0.0,"{""Triplet"": 300}",761,0,6.0110906701708275,1.153740072995853,5.792431011826544,0.6758525084495559,0.5878503102835577
dimensional/subtask_2/zho/restaurant/test,subtask_2/zho/zho_restaurant_test_task2.jsonl,1000,2861,2.861,1000,1000,0,0.0,0,0.0,"{""Triplet"": 1000}",2861,0,5.923435861586858,0.9809522379160784,5.753935686822789,0.801854954534348,0.7983084305188964
dimensional/subtask_2/zho/restaurant/train,subtask_2/zho/zho_restaurant_train_alltasks.jsonl,6050,8523,1.4087603305785124,6050,6022,169,0.019828698814971256,0,0.0,"{""Quadruplet"": 6050}",8523,0,5.813731080605421,0.992062109379946,5.757157104305995,0.6475782208432016,0.6072759967165933
dimensional/subtask_3/eng/laptop/dev,subtask_3/eng/eng_laptop_dev_task3.jsonl,200,317,1.585,200,200,0,0.0,0,0.0,"{""Quadruplet"": 200}",317,0,6.542050473186119,1.7293035442747178,6.9797476340694,0.8274166017438891,0.5014633152870082
dimensional/subtask_3/eng/laptop/test,subtask_3/eng/eng_laptop_test_task3.jsonl,1000,1975,1.975,1000,1000,0,0.0,0,0.0,"{""Quadruplet"": 1000}",1975,0,6.188364556962026,1.9083122926656233,6.895908860759493,0.8320288284912214,0.3858053747087383
dimensional/subtask_3/eng/laptop/train,subtask_3/eng/eng_laptop_train_alltasks.jsonl,4076,5773,1.4163395485770363,4076,4052,1254,0.21721808418499913,1583,0.2742075177550667,"{""Quadruplet"": 4076}",5773,0,5.936842196431664,1.7630108125325537,6.667969859691668,1.0318311179030855,0.5983526509913485
dimensional/subtask_3/eng/restaurant/dev,subtask_3/eng/eng_restaurant_dev_task3.jsonl,200,408,2.04,200,200,0,0.0,0,0.0,"{""Quadruplet"": 200}",408,0,6.689436274509804,1.439536086035319,6.829460784313726,0.9220473295194205,0.6945874820539394
dimensional/subtask_3/eng/restaurant/test,subtask_3/eng/eng_restaurant_test_task3.jsonl,1000,2129,2.129,1000,1000,0,0.0,0,0.0,"{""Quadruplet"": 1000}",2129,0,6.220840770314702,1.8805860637513332,6.894030061061531,0.8584286118113551,0.39954304715892547
dimensional/subtask_3/eng/restaurant/train,subtask_3/eng/eng_restaurant_train_alltasks.jsonl,2284,3659,1.6020140105078808,2284,2276,880,0.2405028696365127,699,0.19103580213173,"{""Quadruplet"": 2284}",3659,0,6.219874282590872,1.8297495667311188,6.843509155506969,1.13352484974102,0.5505983494293442
dimensional/subtask_3/jpn/hotel/dev,subtask_3/jpn/jpn_hotel_dev_task3.jsonl,200,364,1.82,200,199,51,0.1401098901098901,0,0.0,"{""Quadruplet"": 200}",364,0,6.31489010989011,1.1708507468676985,6.287692307692307,0.7044233506732975,0.40640642899602364
dimensional/subtask_3/jpn/hotel/test,subtask_3/jpn/jpn_hotel_test_task3.jsonl,800,1443,1.80375,800,800,175,0.12127512127512127,0,0.0,"{""Quadruplet"": 800}",1443,0,6.425661815661815,1.2460763765041867,6.477290367290367,0.577721469706655,0.4997377301912975
dimensional/subtask_3/jpn/hotel/train,subtask_3/jpn/jpn_hotel_train_alltasks.jsonl,1600,2846,1.77875,1600,1597,331,0.1163035839775123,0,0.0,"{""Quadruplet"": 1600}",2846,0,6.322104708362614,1.1996508470729979,6.392189037245256,0.5648110718080435,0.4830400909902721
dimensional/subtask_3/rus/restaurant/dev,subtask_3/rus/rus_restaurant_dev_task3.jsonl,48,102,2.125,48,48,0,0.0,0,0.0,"{""Quadruplet"": 48}",102,0,6.72578431372549,1.5900526790351577,6.2851960784313725,0.9941650653888031,0.2796490012043802
dimensional/subtask_3/rus/restaurant/test,subtask_3/rus/rus_restaurant_test_task3.jsonl,630,1310,2.0793650793650795,630,630,0,0.0,0,0.0,"{""Quadruplet"": 630}",1310,0,5.8663740458015265,1.7047008818942284,6.083801526717557,0.7956741192974712,0.33253233945927574
dimensional/subtask_3/rus/restaurant/train,subtask_3/rus/rus_restaurant_train_alltasks.jsonl,1240,2487,2.0056451612903228,1240,1240,0,0.0,0,0.0,"{""Quadruplet"": 1240}",2486,1,6.579839098954143,1.7999324577968374,6.861934835076428,1.0068145911011104,0.30652033213227164
dimensional/subtask_3/tat/restaurant/dev,subtask_3/tat/tat_restaurant_dev_task3.jsonl,48,102,2.125,48,48,0,0.0,0,0.0,"{""Quadruplet"": 48}",102,0,6.72578431372549,1.5900526790351577,6.2851960784313725,0.9941650653888031,0.2796490012043802
dimensional/subtask_3/tat/restaurant/test,subtask_3/tat/tat_restaurant_test_task3.jsonl,630,1310,2.0793650793650795,630,630,0,0.0,0,0.0,"{""Quadruplet"": 630}",1310,0,5.8663740458015265,1.7047008818942284,6.083801526717557,0.7956741192974712,0.33253233945927574
dimensional/subtask_3/tat/restaurant/train,subtask_3/tat/tat_restaurant_train_alltasks.jsonl,1240,2487,2.0056451612903228,1240,1240,0,0.0,0,0.0,"{""Quadruplet"": 1240}",2486,1,6.579839098954143,1.7999324577968374,6.861934835076428,1.0068145911011104,0.30652033213227164
dimensional/subtask_3/ukr/restaurant/dev,subtask_3/ukr/ukr_restaurant_dev_task3.jsonl,48,102,2.125,48,48,0,0.0,0,0.0,"{""Quadruplet"": 48}",102,0,6.72578431372549,1.5900526790351577,6.2851960784313725,0.9941650653888031,0.2796490012043802
dimensional/subtask_3/ukr/restaurant/test,subtask_3/ukr/ukr_restaurant_test_task3.jsonl,630,1310,2.0793650793650795,630,630,0,0.0,0,0.0,"{""Quadruplet"": 630}",1310,0,5.8663740458015265,1.7047008818942284,6.083801526717557,0.7956741192974712,0.33253233945927574
dimensional/subtask_3/ukr/restaurant/train,subtask_3/ukr/ukr_restaurant_train_alltasks.jsonl,1240,2487,2.0056451612903228,1240,1240,0,0.0,0,0.0,"{""Quadruplet"": 1240}",2486,1,6.579839098954143,1.7999324577968374,6.861934835076428,1.0068145911011104,0.30652033213227164
dimensional/subtask_3/zho/laptop/dev,subtask_3/zho/zho_laptop_dev_task3.jsonl,300,551,1.8366666666666667,300,300,0,0.0,0,0.0,"{""Quadruplet"": 300}",551,0,5.810725952813067,1.1711084218753751,5.679600725952813,0.6793865495978174,0.44406467897752266
dimensional/subtask_3/zho/laptop/test,subtask_3/zho/zho_laptop_test_task3.jsonl,1000,1925,1.925,1000,1000,0,0.0,0,0.0,"{""Quadruplet"": 1000}",1925,0,5.798176623376623,1.1531013178917382,5.651646753246753,0.6811995835431263,0.4371866687838892
dimensional/subtask_3/zho/laptop/train,subtask_3/zho/zho_laptop_train_alltasks.jsonl,3490,6502,1.8630372492836675,3490,3490,0,0.0,0,0.0,"{""Quadruplet"": 3490}",6502,0,5.720747462319287,1.1437499484283515,5.622931405721317,0.6671032296969669,0.40244693848836777
dimensional/subtask_3/zho/restaurant/dev,subtask_3/zho/zho_restaurant_dev_task3.jsonl,300,761,2.5366666666666666,300,300,0,0.0,0,0.0,"{""Quadruplet"": 300}",761,0,6.0110906701708275,1.153740072995853,5.792431011826544,0.6758525084495559,0.5878503102835577
dimensional/subtask_3/zho/restaurant/test,subtask_3/zho/zho_restaurant_test_task3.jsonl,1000,2861,2.861,1000,1000,0,0.0,0,0.0,"{""Quadruplet"": 1000}",2861,0,5.923435861586858,0.9809522379160784,5.753935686822789,0.801854954534348,0.7983084305188964
dimensional/subtask_3/zho/restaurant/train,subtask_3/zho/zho_restaurant_train_alltasks.jsonl,6050,8523,1.4087603305785124,6050,6022,169,0.019828698814971256,0,0.0,"{""Quadruplet"": 6050}",8523,0,5.813731080605421,0.992062109379946,5.757157104305995,0.6475782208432016,0.6072759967165933
